2022.01.04 11:09:26, AUV切换为遥控模式！
2022.01.04 11:09:46, AUV切换为自主模式！
2022.01.04 11:09:50, AUV执行定深定向：定深1.0m，定向1.0度，巡航速度10，持续时间10秒！
2022.01.04 11:09:55, 任务开始执行！
2022.01.04 11:10:14, AUV设定原点！
2022.01.04 11:10:16, AUV设定原点！
2022.01.04 11:10:20, AUV执行返航任务：巡航速度10，持续时间10秒！
2022.03.24,17:31:14, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:31:18, 任务开始执行！
2022.03.24,17:31:23, 任务停止执行！
2022.03.24,17:31:28, AUV切换为自主模式！
2022.03.24,17:31:36, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:31:45, 任务开始执行！
2022.03.24,17:33:40, 任务停止执行！
2022.03.24,17:33:54, 使用LOS！
2022.03.24,17:33:59, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:34:20, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:34:26, 已更新控制配置！
2022.03.24,17:34:30, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:34:34, 任务开始执行！
2022.03.24,17:36:22, 任务停止执行！
2022.03.24,17:36:28, 深度PID控制！
2022.03.24,17:36:30, 已更新控制配置！
2022.03.24,17:36:31, 禁用ESO！
2022.03.24,17:36:36, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:36:59, 任务开始执行！
2022.03.24,17:38:42, 使用ILOS！
2022.03.24,17:38:47, 任务停止执行！
2022.03.24,17:38:49, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:39:01, LED已打开！
2022.03.24,17:39:05, LED已关闭！
2022.03.24,17:41:07, AUV切换为遥控模式！
2022.03.24,17:43:14, 已更新控制配置！
2022.03.24,17:43:19, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:43:29, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:43:34, AUV切换为自主模式！
2022.03.24,17:43:38, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.24,17:43:42, 任务开始执行！
2022.03.24,17:48:55, 任务停止执行！
2022.03.24,17:49:03, 深度ADRC-SMC！
2022.03.24,17:49:06, 已更新控制配置！
2022.03.24,17:49:07, 启用ESO！
2022.03.24,17:49:13, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度150，持续时间80秒！
2022.03.24,17:49:18, 获取舵-桨控制参数
2022.03.24,17:49:31, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度150，持续时间80秒！
2022.03.24,17:49:35, AUV切换为遥控模式！
2022.03.24,17:49:39, AUV切换为自主模式！
2022.03.24,17:49:42, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度150，持续时间80秒！
2022.03.24,17:49:46, 任务开始执行！
2022.03.24,17:51:43, 任务停止执行！
2022.03.24,17:51:46, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度200，持续时间80秒！
2022.03.24,17:51:53, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度200，持续时间60秒！
2022.03.24,17:51:58, 获取舵-桨控制参数
2022.03.24,17:52:06, 获取舵-桨控制参数
2022.03.24,17:52:10, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度200，持续时间60秒！
2022.03.24,17:52:24, 任务开始执行！
2022.03.24,18:08:00, 任务停止执行！
2022.03.24,18:08:10, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:08:16, 获取舵-桨控制参数
2022.03.24,18:08:24, 获取舵-桨控制参数
2022.03.24,18:08:33, 读取参数成功！
2022.03.24,18:08:39, 读取参数成功！
2022.03.24,18:08:48, 读取参数成功！
2022.03.24,18:09:00, 读取参数成功！
2022.03.24,18:09:12, 深度预设性能控制！
2022.03.24,18:09:44, 已更新控制配置！
2022.03.24,18:09:45, 禁用ESO！
2022.03.24,18:09:49, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:09:56, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:10:02, 任务开始执行！
2022.03.24,18:11:17, 任务停止执行！
2022.03.24,18:11:39, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:11:49, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:11:58, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:12:04, 任务开始执行！
2022.03.24,18:13:57, 读取参数成功！
2022.03.24,18:14:05, 读取参数成功！
2022.03.24,18:14:11, 任务停止执行！
2022.03.24,18:14:14, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,18:14:21, 任务开始执行！
2022.03.24,18:16:09, AUV切换为遥控模式！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:10, 读取参数成功！
2022.03.27,10:40:18, 读取参数成功！
2022.03.27,10:40:41, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度1，持续时间20秒！
2022.03.27,10:40:48, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度30，持续时间20秒！
2022.03.27,10:40:51, AUV切换为自主模式！
2022.03.27,10:40:58, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度30，持续时间20秒！
2022.03.27,10:41:11, 读取参数成功！
2022.03.27,10:41:13, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度30，持续时间20秒！
2022.03.27,10:41:15, 任务开始执行！
2022.03.27,10:41:39, 任务停止执行！
2022.03.27,10:41:48, 读取参数成功！
2022.03.27,10:41:55, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度30，持续时间20秒！
2022.03.27,10:42:22, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度30，持续时间20秒！
2022.03.27,10:42:51, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度30，持续时间20秒！
2022.03.27,10:42:53, 任务开始执行！
2022.03.27,10:43:14, 任务停止执行！
2022.03.27,11:22:33, AUV切换为自主模式！
2022.03.27,11:22:37, 深度MPC
2022.03.27,11:23:05, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,11:23:13, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,11:23:15, 任务开始执行！
2022.03.27,11:23:29, 任务停止执行！
2022.03.27,11:52:45, AUV初始化成功！
2022.03.27,11:52:57, AUV切换为遥控模式！
2022.03.27,11:52:58, AUV切换为自主模式！
2022.03.27,11:53:04, 已更新控制配置！
2022.03.27,11:53:04, 深度PID控制！
2022.03.27,11:53:09, 深度MPC
2022.03.27,11:54:20, 已更新控制配置！
2022.03.27,11:54:23, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,11:54:25, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,11:54:34, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,11:54:39, 获取舵-桨控制参数
2022.03.27,11:54:45, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,11:54:51, 任务开始执行！
2022.03.27,16:08:28, AUV初始化成功！
2022.03.27,16:08:29, AUV切换为遥控模式！
2022.03.27,16:08:30, AUV切换为自主模式！
2022.03.27,16:08:33, 任务停止执行！
2022.03.27,16:08:36, 已更新控制配置！
2022.03.27,16:08:36, 深度PID控制！
2022.03.27,16:08:38, 深度MPC
2022.03.27,16:08:40, 已更新控制配置！
2022.03.27,16:08:43, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,16:08:47, 任务开始执行！
2022.03.27,16:09:01, 任务停止执行！
2022.03.27,16:15:19, AUV初始化成功！
2022.03.27,16:15:20, AUV切换为遥控模式！
2022.03.27,16:15:21, AUV切换为自主模式！
2022.03.27,16:15:25, 已更新控制配置！
2022.03.27,16:15:25, 深度PID控制！
2022.03.27,16:15:27, 深度MPC
2022.03.27,16:15:29, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,16:15:32, 任务开始执行！
2022.03.27,16:15:56, 任务停止执行！
2022.03.27,16:20:37, AUV初始化成功！
2022.03.27,16:20:39, AUV切换为遥控模式！
2022.03.27,16:20:44, AUV切换为自主模式！
2022.03.27,16:20:47, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度50，持续时间30秒！
2022.03.27,16:20:50, 已更新控制配置！
2022.03.27,16:20:51, 深度PID控制！
2022.03.27,16:20:53, 深度MPC
2022.03.27,16:20:56, 任务开始执行！
2022.03.27,16:21:02, 任务停止执行！
2022.03.27,16:21:23, AUV切换为自主模式！
2022.03.27,16:21:25, AUV切换为遥控模式！
2022.03.27,16:36:55, 读取参数成功！
2022.03.27,16:37:06, 读取参数成功！
2022.03.27,16:37:20, 读取参数成功！
2022.03.27,16:37:35, 读取参数成功！
2022.03.27,16:37:41, 读取参数成功！
2022.03.27,16:37:48, 读取参数成功！
2022.03.27,16:38:00, 读取参数成功！
2022.03.27,16:38:05, 读取参数成功！
2022.03.27,16:38:24, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度90，持续时间30秒！
2022.03.27,16:38:32, AUV切换为自主模式！
2022.03.27,16:38:37, 获取舵-桨控制参数
2022.03.27,16:38:47, 获取舵-桨控制参数
2022.03.27,16:38:52, 获取舵-桨控制参数
2022.03.27,16:39:03, 深度预设性能控制！
2022.03.27,16:39:06, 已更新控制配置！
2022.03.27,16:39:11, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度90，持续时间30秒！
2022.03.27,16:39:19, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,16:39:33, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,16:39:42, 读取参数成功！
2022.03.27,16:39:46, 读取参数成功！
2022.03.27,16:39:50, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,16:39:56, 任务开始执行！
2022.03.27,16:42:12, 任务停止执行！
2022.03.27,16:42:15, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,16:42:20, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,16:42:23, 任务开始执行！
2022.03.27,16:44:44, 读取参数成功！
2022.03.27,16:44:48, 任务停止执行！
2022.03.27,16:44:51, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,16:44:56, 任务开始执行！
2022.03.27,17:04:16, AUV初始化成功！
2022.03.27,17:04:20, AUV切换为遥控模式！
2022.03.27,17:04:24, AUV切换为自主模式！
2022.03.27,17:04:27, 任务停止执行！
2022.03.27,17:04:31, 深度PID控制！
2022.03.27,17:04:37, 深度预设性能控制！
2022.03.27,17:04:46, 读取参数成功！
2022.03.27,17:04:52, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:04:59, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:05:05, 获取舵-桨控制参数
2022.03.27,17:05:27, 任务开始执行！
2022.03.27,17:07:23, 读取参数成功！
2022.03.27,17:07:27, 任务停止执行！
2022.03.27,17:07:30, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:07:54, 任务开始执行！
2022.03.27,17:15:07, 任务停止执行！
2022.03.27,17:15:19, 读取参数成功！
2022.03.27,17:15:24, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:15:39, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:15:57, 任务开始执行！
2022.03.27,17:17:50, AUV切换为遥控模式！
2022.03.27,17:26:52, 读取参数成功！
2022.03.27,17:26:58, AUV切换为自主模式！
2022.03.27,17:27:01, 任务停止执行！
2022.03.27,17:27:07, 深度PID控制！
2022.03.27,17:27:10, 深度预设性能控制！
2022.03.27,17:27:17, 读取参数成功！
2022.03.27,17:27:22, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:27:27, 已更新控制配置！
2022.03.27,17:27:37, 任务开始执行！
2022.03.27,17:27:42, 任务停止执行！
2022.03.27,17:27:52, 读取参数成功！
2022.03.27,17:27:57, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:28:06, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:28:10, 任务开始执行！
2022.03.27,17:30:03, 读取参数成功！
2022.03.27,17:30:11, 任务停止执行！
2022.03.27,17:30:15, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:30:23, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:30:30, 任务开始执行！
2022.03.27,17:36:22, 任务停止执行！
2022.03.27,17:36:27, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:36:39, 任务开始执行！
2022.03.27,17:44:05, 任务停止执行！
2022.03.27,17:44:09, AUV切换为遥控模式！
2022.03.27,17:44:13, AUV切换为自主模式！
2022.03.27,17:44:19, 深度PID控制！
2022.03.27,17:44:22, 深度预设性能控制！
2022.03.27,17:44:25, 已更新控制配置！
2022.03.27,17:44:31, 读取参数成功！
2022.03.27,17:44:39, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:44:50, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:45:01, 已更新控制配置！
2022.03.27,17:45:18, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:45:25, 任务开始执行！
2022.03.27,17:52:46, 读取参数成功！
2022.03.27,17:52:51, 任务停止执行！
2022.03.27,17:53:08, 深度MPC
2022.03.27,17:53:14, AUV执行定深定向：定深3.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:53:19, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:53:29, 获取舵-桨控制参数
2022.03.27,17:53:34, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,17:53:39, 任务开始执行！
2022.03.27,17:55:48, 任务停止执行！
2022.03.27,17:55:54, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度60，持续时间150秒！
2022.03.27,17:56:04, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度60，持续时间150秒！
2022.03.27,17:56:13, 任务开始执行！
2022.03.27,17:56:19, 任务停止执行！
2022.03.27,17:56:30, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度150，持续时间60秒！
2022.03.27,17:56:40, 任务开始执行！
2022.03.27,17:57:55, 任务停止执行！
2022.03.27,18:02:30, AUV初始化成功！
2022.03.27,18:02:34, AUV切换为遥控模式！
2022.03.27,18:02:37, AUV切换为自主模式！
2022.03.27,18:02:41, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,18:02:45, 已更新控制配置！
2022.03.27,18:02:46, 深度PID控制！
2022.03.27,18:02:50, 深度MPC
2022.03.27,18:02:54, 使用ILOS！
2022.03.27,18:02:57, 已更新控制配置！
2022.03.27,18:03:02, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,18:03:06, 任务开始执行！
2022.03.27,18:05:01, 任务停止执行！
2022.03.27,18:05:18, 深度ADRC-SMC！
2022.03.27,18:05:27, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,18:05:35, 已更新控制配置！
2022.03.27,18:05:36, 启用ESO！
2022.03.27,18:05:41, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,18:05:49, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,18:05:56, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.27,18:06:02, 任务开始执行！
2022.03.27,18:08:01, 任务停止执行！
2022.03.27,18:08:04, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:08:13, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:08:16, 已更新控制配置！
2022.03.27,18:08:22, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:08:41, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:09:25, 任务开始执行！
2022.03.27,18:09:31, 任务停止执行！
2022.03.27,18:09:56, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:10:02, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:10:07, 任务开始执行！
2022.03.27,18:10:18, 任务停止执行！
2022.03.27,18:10:26, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:10:41, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:10:47, 任务开始执行！
2022.03.27,18:11:19, 任务停止执行！
2022.03.27,18:12:03, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:12:08, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:12:17, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:12:27, 任务开始执行！
2022.03.27,18:14:20, 任务停止执行！
2022.03.27,18:14:23, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:14:47, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:14:56, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间80秒！
2022.03.27,18:15:01, 任务开始执行！
2022.03.27,18:16:50, AUV切换为遥控模式！
2022.03.28,10:02:32, AUV设定原点！
2022.03.28,10:03:23, AUV切换为自主模式！
2022.03.28,10:03:33, 读取参数成功！
2022.03.28,10:03:39, AUV下达航点序列成功！
2022.03.28,10:03:39, AUV执行多航点任务：巡航速度0，持续时间0秒！
2022.03.28,10:03:52, AUV下达航点序列成功！
2022.03.28,10:03:52, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:04:01, AUV下达航点序列成功！
2022.03.28,10:04:01, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:04:16, AUV下达航点序列成功！
2022.03.28,10:04:16, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:04:23, 预设性能跟踪！
2022.03.28,10:04:26, 已更新控制配置！
2022.03.28,10:04:31, AUV下达航点序列成功！
2022.03.28,10:04:31, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:05:06, AUV下达航点序列成功！
2022.03.28,10:05:06, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:05:10, 任务开始执行！
2022.03.28,10:05:51, 任务停止执行！
2022.03.28,10:05:59, 读取参数成功！
2022.03.28,10:06:03, AUV下达航点序列成功！
2022.03.28,10:06:03, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:06:12, 任务开始执行！
2022.03.28,10:06:42, 任务停止执行！
2022.03.28,10:06:50, 读取参数成功！
2022.03.28,10:06:54, AUV下达航点序列成功！
2022.03.28,10:06:54, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:07:07, 任务开始执行！
2022.03.28,10:07:29, 任务停止执行！
2022.03.28,10:18:18, 读取参数成功！
2022.03.28,10:18:25, 读取参数成功！
2022.03.28,10:18:31, 读取参数成功！
2022.03.28,10:18:55, AUV设定原点！
2022.03.28,10:19:02, AUV切换为遥控模式！
2022.03.28,10:19:04, AUV切换为自主模式！
2022.03.28,10:19:25, AUV下达航点序列成功！
2022.03.28,10:19:25, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:19:37, 读取参数成功！
2022.03.28,10:19:42, 已更新控制配置！
2022.03.28,10:19:42, 艏向PID自动舵！
2022.03.28,10:19:50, 预设性能跟踪！
2022.03.28,10:19:54, AUV下达航点序列成功！
2022.03.28,10:19:54, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:19:59, 获取舵-桨控制参数
2022.03.28,10:20:05, AUV下达航点序列成功！
2022.03.28,10:20:05, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:20:27, AUV下达航点序列成功！
2022.03.28,10:20:27, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:20:32, 任务开始执行！
2022.03.28,10:21:19, 任务停止执行！
2022.03.28,10:21:28, 读取参数成功！
2022.03.28,10:21:32, AUV下达航点序列成功！
2022.03.28,10:21:32, AUV执行多航点任务：巡航速度0，持续时间60秒！
2022.03.28,10:21:34, 任务开始执行！
2022.03.28,10:21:42, 任务停止执行！
2022.03.28,10:24:19, 读取参数成功！
2022.03.28,10:24:45, AUV下达航点序列成功！
2022.03.28,10:24:46, AUV执行多航点任务：巡航速度120，持续时间60秒！
2022.03.28,10:24:58, AUV下达航点序列成功！
2022.03.28,10:24:59, AUV执行多航点任务：巡航速度120，持续时间300秒！
2022.03.28,10:25:06, AUV下达航点序列成功！
2022.03.28,10:25:07, AUV执行多航点任务：巡航速度120，持续时间300秒！
2022.03.28,10:25:19, 任务开始执行！
2022.03.28,10:25:31, 任务停止执行！
2022.03.28,10:25:52, 读取参数成功！
2022.03.28,10:26:41, AUV设定原点！
2022.03.28,10:28:23, AUV下达航点序列成功！
2022.03.28,10:28:24, AUV执行多航点任务：巡航速度120，持续时间300秒！
2022.03.28,10:28:32, 任务开始执行！
2022.03.28,10:30:36, 艏向PID自动舵！
2022.03.28,10:30:43, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:30:48, 任务停止执行！
2022.03.28,10:30:52, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:30:59, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:31:03, 任务开始执行！
2022.03.28,10:42:54, 读取参数成功！
2022.03.28,10:43:00, 任务停止执行！
2022.03.28,10:43:19, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:43:27, 预设性能跟踪！
2022.03.28,10:43:43, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:43:50, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:43:59, AUV下达航点序列成功！
2022.03.28,10:44:00, AUV执行多航点任务：巡航速度120，持续时间300秒！
2022.03.28,10:44:04, 已更新控制配置！
2022.03.28,10:44:09, 任务开始执行！
2022.03.28,10:46:38, 任务停止执行！
2022.03.28,10:46:45, 艏向PID自动舵！
2022.03.28,10:46:50, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,10:46:54, 任务开始执行！
2022.03.28,10:56:19, 读取参数成功！
2022.03.28,10:56:52, 任务停止执行！
2022.03.28,10:57:00, 预设性能跟踪！
2022.03.28,10:57:17, AUV下达航点序列成功！
2022.03.28,10:57:18, AUV执行多航点任务：巡航速度120，持续时间300秒！
2022.03.28,10:57:23, 已更新控制配置！
2022.03.28,10:57:29, 任务开始执行！
2022.03.28,10:59:46, 艏向PID自动舵！
2022.03.28,10:59:51, 任务停止执行！
2022.03.28,10:59:54, AUV执行返航任务：巡航速度120，持续时间300秒！
2022.03.28,11:00:02, 任务开始执行！
2022.03.28,11:08:45, 读取参数成功！
2022.03.28,11:10:04, 任务停止执行！
2022.03.28,11:10:59, AUV下达航点序列成功！
2022.03.28,11:11:00, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:11:09, 预设性能跟踪！
2022.03.28,11:11:14, AUV下达航点序列成功！
2022.03.28,11:11:15, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:11:18, 任务开始执行！
2022.03.28,11:12:39, 任务停止执行！
2022.03.28,11:12:46, 艏向PID自动舵！
2022.03.28,11:12:56, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,11:13:02, 任务开始执行！
2022.03.28,11:15:17, 任务停止执行！
2022.03.28,11:19:14, AUV执行返航任务：巡航速度150，持续时间300秒！
2022.03.28,11:19:23, AUV下达航点序列成功！
2022.03.28,11:19:24, AUV执行多航点任务：巡航速度150，持续时间300秒！
2022.03.28,11:19:29, 任务开始执行！
2022.03.28,11:19:35, 任务停止执行！
2022.03.28,11:20:00, AUV切换为遥控模式！
2022.03.28,11:20:45, 预设性能跟踪！
2022.03.28,11:20:48, 已更新控制配置！
2022.03.28,11:20:55, 已更新控制配置！
2022.03.28,11:22:32, AUV下达航点序列成功！
